Date,Category,Payment Mode,Description,Amount Paid,Cashback,Month
2023-09-04,Transportation,Online,Gas station refill,92.77,9.28,September
2023-09-26,Transportation,CardTransaction,Taxi fare,14.45,0.72,September
2023-09-19,Transportation,Online,Monthly bus pass,363.84,36.38,September
2023-09-06,Healthcare,UPI,Doctor consultation fee,318.31,15.92,September
2023-09-27,Entertainment,Cash,Movie theater ticket,268.47,40.27,September
2023-09-10,Entertainment,Cash,Concert ticket purchase,184.73,27.71,September
2023-09-07,Transportation,UPI,Taxi fare,55.23,2.76,September
2023-09-27,Food,CardTransaction,Bakery purchase,230.94,11.55,September
2023-09-08,Healthcare,UPI,Optician eyewear purchase,145.6,7.28,September
2023-09-12,Subscriptions,Online,Netflix,307.52,30.75,September
2023-09-07,Entertainment,Cash,Concert ticket purchase,320.23,48.03,September
2023-09-13,Food,Online,Coffee at cafe,361.16,36.12,September
2023-09-14,Entertainment,Cash,Streaming service subscription,460.75,69.11,September
2023-09-23,Transportation,Cash,Ride-sharing service payment,154.94,23.24,September
2023-09-26,Subscriptions,CardTransaction,Spotify,54.51,2.73,September
2023-09-18,Bills,Cash,Electricity bill payment,87.7,13.15,September
2023-09-02,Healthcare,Netbanking,Health insurance premium,253.6,12.68,September
2023-09-26,Food,Netbanking,Dinner at Italian restaurant,170.36,8.52,September
2023-09-18,Transportation,Cash,Ride-sharing service payment,285.34,42.8,September
2023-09-28,Subscriptions,UPI,Amazon Prime Membership,332.65,16.63,September
2023-09-15,Healthcare,UPI,Health insurance premium,325.56,16.28,September
2023-09-28,Healthcare,UPI,Optician eyewear purchase,180.69,9.03,September
2023-09-22,Subscriptions,Netbanking,Spotify,225.55,11.28,September
2023-09-18,Healthcare,Online,Health insurance premium,146.75,14.68,September
2023-09-10,Healthcare,UPI,Health insurance premium,175.42,8.77,September
2023-09-17,Bills,CardTransaction,Cable TV subscription,171.78,8.59,September
2023-09-21,Entertainment,Netbanking,Amusement park entry fee,417.67,20.88,September
2023-09-10,Healthcare,UPI,Health insurance premium,230.71,11.54,September
2023-09-18,Transportation,CardTransaction,Taxi fare,257.1,12.86,September
2023-09-08,Food,Cash,Grocery shopping at local market,287.29,43.09,September
2023-09-13,Entertainment,Netbanking,Bookstore purchase,246.72,12.34,September
2023-09-09,Bills,Online,Mobile phone bill,178.24,17.82,September
2023-09-08,Food,Netbanking,Grocery shopping at local market,156.0,7.8,September
2023-09-23,Subscriptions,Netbanking,Netflix,377.82,18.89,September
2023-09-30,Bills,Online,Internet service provider charge,47.02,4.7,September
2023-09-09,Transportation,Online,Taxi fare,313.4,31.34,September
2023-09-13,Healthcare,Online,Dental clinic payment,177.97,17.8,September
2023-09-17,Groceries,UPI,Kitchen items,30.43,1.52,September
2023-09-27,Food,UPI,Bakery purchase,106.08,5.3,September
2023-09-08,Subscriptions,CardTransaction,LinkedIn,157.25,7.86,September
2023-09-29,Food,Online,Grocery shopping at local market,381.82,38.18,September
2023-09-05,Food,UPI,Dinner at Italian restaurant,65.72,3.29,September
2023-09-10,Groceries,Netbanking,Cooking Essentials,255.19,12.76,September
2023-09-03,Groceries,Cash,Snacks and Drinks,175.87,26.38,September
2023-09-29,Groceries,UPI,Dairy products,274.55,13.73,September
2023-09-10,Groceries,UPI,Meat and fish,149.2,7.46,September
2023-09-28,Groceries,UPI,Snacks and Drinks,437.67,21.88,September
2023-09-06,Groceries,Cash,Snacks and Drinks,53.42,8.01,September
2023-09-11,Bills,Online,Mobile phone bill,434.95,43.5,September
2023-09-24,Entertainment,UPI,Streaming service subscription,453.25,22.66,September
2023-09-03,Entertainment,Netbanking,Concert ticket purchase,151.92,7.6,September
2023-09-07,Transportation,Netbanking,Monthly bus pass,391.35,19.57,September
2023-09-01,Food,Cash,Grocery shopping at local market,403.31,60.5,September
2023-09-03,Healthcare,UPI,Optician eyewear purchase,40.59,2.03,September
2023-09-25,Subscriptions,CardTransaction,Disney Hotstar,131.37,6.57,September
2023-09-28,Food,Netbanking,Coffee at cafe,149.94,7.5,September
2023-09-18,Subscriptions,Online,Disney Hotstar,28.08,2.81,September
2023-09-03,Food,CardTransaction,Dinner at Italian restaurant,330.06,16.5,September
2023-09-28,Subscriptions,Cash,Netflix,214.2,32.13,September
2023-09-04,Groceries,CardTransaction,Meat and fish,327.51,16.38,September
2023-09-09,Bills,Online,Internet service provider charge,36.04,3.6,September
2023-10-03,Groceries,Cash,Snacks and Drinks,408.02,61.2,October
2023-10-18,Entertainment,Cash,Movie theater ticket,335.65,50.35,October
2023-10-09,Groceries,CardTransaction,Snacks and Drinks,488.02,24.4,October
2023-10-16,Transportation,CardTransaction,Ride-sharing service payment,499.37,24.97,October
2023-10-17,Entertainment,Online,Bookstore purchase,437.99,43.8,October
2023-10-24,Subscriptions,Netbanking,LinkedIn,392.95,19.65,October
2023-10-30,Groceries,Online,Kitchen items,19.65,1.96,October
2023-10-08,Transportation,Netbanking,Train ticket to downtown,110.25,5.51,October
2023-10-15,Subscriptions,Cash,LinkedIn,205.83,30.87,October
2023-10-25,Healthcare,UPI,Doctor consultation fee,109.0,5.45,October
2023-10-24,Transportation,Cash,Train ticket to downtown,411.83,61.77,October
2023-10-23,Entertainment,CardTransaction,Movie theater ticket,79.81,3.99,October
2023-10-26,Food,UPI,Dinner at Italian restaurant,241.04,12.05,October
2023-10-29,Food,Cash,Pizza order,468.9,70.33,October
2023-10-04,Healthcare,Online,Optician eyewear purchase,241.99,24.2,October
2023-10-13,Bills,Online,Water utility bill,315.45,31.55,October
2023-10-29,Bills,Online,Mobile phone bill,223.33,22.33,October
2023-10-07,Transportation,Cash,Monthly bus pass,35.59,5.34,October
2023-10-02,Entertainment,Cash,Bookstore purchase,318.12,47.72,October
2023-10-20,Bills,Cash,Electricity bill payment,431.69,64.75,October
2023-10-01,Groceries,UPI,Meat and fish,167.8,8.39,October
2023-10-21,Bills,Netbanking,Mobile phone bill,262.05,13.1,October
2023-10-24,Healthcare,Netbanking,Dental clinic payment,21.65,1.08,October
2023-10-03,Healthcare,CardTransaction,Pharmacy medication purchase,498.3,24.92,October
2023-10-01,Groceries,CardTransaction,Snacks and Drinks,26.28,1.31,October
2023-10-06,Transportation,UPI,Ride-sharing service payment,250.97,12.55,October
2023-10-31,Entertainment,Netbanking,Movie theater ticket,54.88,2.74,October
2023-10-19,Bills,Cash,Cable TV subscription,494.4,74.16,October
2023-10-30,Subscriptions,CardTransaction,LinkedIn,125.83,6.29,October
2023-10-24,Groceries,Cash,Snacks and Drinks,408.46,61.27,October
2023-10-25,Entertainment,CardTransaction,Bookstore purchase,329.97,16.5,October
2023-10-24,Subscriptions,CardTransaction,Amazon Prime Membership,472.49,23.62,October
2023-10-15,Food,Online,Coffee at cafe,72.89,7.29,October
2023-10-02,Healthcare,UPI,Health insurance premium,454.34,22.72,October
2023-10-07,Food,Netbanking,Grocery shopping at local market,172.13,8.61,October
2023-10-19,Entertainment,Online,Concert ticket purchase,25.14,2.51,October
2023-10-02,Food,Netbanking,Pizza order,60.44,3.02,October
2023-10-05,Entertainment,Netbanking,Concert ticket purchase,344.89,17.24,October
2023-10-16,Healthcare,Cash,Pharmacy medication purchase,397.7,59.65,October
2023-10-22,Transportation,UPI,Train ticket to downtown,187.24,9.36,October
2023-10-23,Food,Cash,Dinner at Italian restaurant,222.13,33.32,October
2023-10-26,Food,CardTransaction,Pizza order,272.64,13.63,October
2023-10-25,Food,Cash,Coffee at cafe,264.14,39.62,October
2023-10-28,Bills,Cash,Mobile phone bill,106.64,16.0,October
2023-10-06,Subscriptions,CardTransaction,Spotify,421.42,21.07,October
2023-10-19,Entertainment,UPI,Streaming service subscription,152.87,7.64,October
2023-10-07,Groceries,CardTransaction,Dairy products,83.73,4.19,October
2023-10-12,Entertainment,Cash,Amusement park entry fee,304.54,45.68,October
2023-10-20,Entertainment,UPI,Streaming service subscription,289.07,14.45,October
2023-10-07,Subscriptions,CardTransaction,LinkedIn,316.35,15.82,October
2023-10-05,Subscriptions,Cash,Amazon Prime Membership,36.35,5.45,October
2023-10-03,Healthcare,Online,Pharmacy medication purchase,494.0,49.4,October
2023-10-30,Subscriptions,Cash,LinkedIn,185.44,27.82,October
2023-10-26,Entertainment,CardTransaction,Concert ticket purchase,220.63,11.03,October
2023-10-27,Healthcare,CardTransaction,Pharmacy medication purchase,175.42,8.77,October
2023-10-12,Food,Netbanking,Pizza order,105.96,5.3,October
2023-10-22,Groceries,Cash,Dairy products,148.83,22.32,October
2023-10-25,Groceries,Cash,Dairy products,431.68,64.75,October
2023-10-02,Healthcare,UPI,Pharmacy medication purchase,145.95,7.3,October
2023-10-20,Groceries,Cash,Meat and fish,200.05,30.01,October
2023-10-17,Subscriptions,CardTransaction,Disney Hotstar,198.57,9.93,October
2023-10-17,Bills,Cash,Water utility bill,397.76,59.66,October
2023-10-09,Food,Online,Pizza order,477.51,47.75,October
2023-10-21,Subscriptions,CardTransaction,Spotify,198.58,9.93,October
2023-10-09,Healthcare,CardTransaction,Dental clinic payment,417.52,20.88,October
2023-10-03,Groceries,Netbanking,Meat and fish,23.3,1.17,October
2023-10-01,Bills,Online,Cable TV subscription,47.49,4.75,October
2023-10-24,Groceries,Online,Kitchen items,434.79,43.48,October
2023-10-09,Food,Online,Bakery purchase,185.8,18.58,October
2023-10-06,Bills,Netbanking,Internet service provider charge,365.3,18.27,October
2023-10-20,Bills,Cash,Electricity bill payment,400.6,60.09,October
2023-10-13,Subscriptions,Netbanking,Disney Hotstar,116.23,5.81,October
2023-10-22,Transportation,CardTransaction,Train ticket to downtown,456.24,22.81,October
2023-10-09,Entertainment,Online,Concert ticket purchase,339.63,33.96,October
2023-10-21,Healthcare,Netbanking,Health insurance premium,360.49,18.02,October
2023-10-30,Entertainment,UPI,Amusement park entry fee,373.1,18.66,October
2023-10-17,Transportation,Cash,Gas station refill,70.53,10.58,October
2023-10-16,Food,UPI,Bakery purchase,280.48,14.02,October
2023-10-18,Healthcare,UPI,Doctor consultation fee,140.81,7.04,October
2023-10-23,Subscriptions,CardTransaction,Disney Hotstar,469.34,23.47,October
2023-10-07,Food,Online,Dinner at Italian restaurant,446.58,44.66,October
2023-10-29,Groceries,CardTransaction,Meat and fish,236.33,11.82,October
2023-10-15,Groceries,Online,Kitchen items,415.3,41.53,October
2023-10-07,Transportation,CardTransaction,Monthly bus pass,94.94,4.75,October
2023-10-26,Transportation,CardTransaction,Ride-sharing service payment,289.6,14.48,October
2023-10-16,Transportation,Netbanking,Ride-sharing service payment,105.58,5.28,October
2023-10-25,Groceries,CardTransaction,Snacks and Drinks,366.74,18.34,October
2023-10-19,Subscriptions,UPI,Amazon Prime Membership,477.3,23.87,October
2023-10-05,Entertainment,Cash,Streaming service subscription,495.95,74.39,October
2023-10-28,Bills,Cash,Water utility bill,158.28,23.74,October
2023-10-18,Healthcare,UPI,Pharmacy medication purchase,369.47,18.47,October
2023-10-03,Groceries,CardTransaction,Dairy products,87.21,4.36,October
2023-10-02,Food,Online,Dinner at Italian restaurant,313.48,31.35,October
2023-10-31,Entertainment,Online,Bookstore purchase,29.8,2.98,October
2023-10-25,Subscriptions,Netbanking,Amazon Prime Membership,266.97,13.35,October
2023-10-30,Transportation,Cash,Gas station refill,208.96,31.34,October
2023-10-08,Entertainment,UPI,Streaming service subscription,238.76,11.94,October
2023-10-29,Transportation,UPI,Train ticket to downtown,99.92,5.0,October
2023-10-23,Food,Online,Pizza order,155.88,15.59,October
2023-10-28,Entertainment,UPI,Movie theater ticket,477.89,23.89,October
2023-10-25,Bills,Netbanking,Electricity bill payment,439.43,21.97,October
2023-10-19,Subscriptions,Cash,Disney Hotstar,188.65,28.3,October
2023-10-03,Bills,Online,Cable TV subscription,41.87,4.19,October
2023-10-06,Healthcare,Cash,Doctor consultation fee,133.52,20.03,October
2023-10-09,Groceries,Netbanking,Snacks and Drinks,395.56,19.78,October
2023-10-19,Food,UPI,Dinner at Italian restaurant,32.8,1.64,October
2023-10-03,Subscriptions,Netbanking,Amazon Prime Membership,320.32,16.02,October
2023-10-22,Groceries,Online,Kitchen items,432.87,43.29,October
2023-10-30,Transportation,Online,Gas station refill,255.39,25.54,October
2023-10-14,Entertainment,Netbanking,Streaming service subscription,152.59,7.63,October
2023-10-28,Bills,Online,Mobile phone bill,326.26,32.63,October
2023-10-12,Groceries,Online,Meat and fish,358.92,35.89,October
2023-10-18,Groceries,Online,Snacks and Drinks,225.47,22.55,October
2023-10-13,Bills,CardTransaction,Water utility bill,430.59,21.53,October
2023-10-14,Transportation,Netbanking,Ride-sharing service payment,487.31,24.37,October
2023-10-23,Subscriptions,Netbanking,Amazon Prime Membership,174.04,8.7,October
2023-10-15,Entertainment,Netbanking,Bookstore purchase,351.0,17.55,October
2023-10-09,Food,Netbanking,Grocery shopping at local market,470.74,23.54,October
2023-10-11,Food,CardTransaction,Dinner at Italian restaurant,146.7,7.33,October
2023-10-20,Entertainment,UPI,Concert ticket purchase,388.79,19.44,October
2023-10-19,Bills,Online,Cable TV subscription,393.52,39.35,October
2023-10-25,Entertainment,CardTransaction,Amusement park entry fee,257.68,12.88,October
2023-10-13,Entertainment,Online,Bookstore purchase,62.14,6.21,October
2023-10-24,Groceries,Cash,Meat and fish,422.49,63.37,October
2023-10-25,Food,UPI,Coffee at cafe,374.99,18.75,October
2023-10-20,Groceries,CardTransaction,Kitchen items,348.18,17.41,October
2023-10-26,Food,CardTransaction,Pizza order,240.08,12.0,October
2023-10-21,Transportation,UPI,Gas station refill,140.14,7.01,October
2023-10-07,Transportation,Online,Taxi fare,191.93,19.19,October
2023-10-29,Subscriptions,Online,Netflix,215.46,21.55,October
2023-10-08,Subscriptions,Netbanking,Netflix,376.68,18.83,October
2023-10-13,Groceries,Online,Dairy products,461.26,46.13,October
2023-10-11,Food,CardTransaction,Bakery purchase,197.36,9.87,October
2023-10-19,Bills,Online,Mobile phone bill,256.18,25.62,October
2023-10-19,Groceries,Online,Cooking Essentials,33.53,3.35,October
2023-10-11,Transportation,Online,Ride-sharing service payment,399.23,39.92,October
2023-10-08,Food,Cash,Grocery shopping at local market,247.51,37.13,October
2023-10-14,Entertainment,Online,Movie theater ticket,106.54,10.65,October
2023-10-07,Transportation,Netbanking,Ride-sharing service payment,120.99,6.05,October
2023-10-14,Healthcare,UPI,Pharmacy medication purchase,32.27,1.61,October
2023-10-29,Transportation,UPI,Gas station refill,26.87,1.34,October
2023-10-06,Entertainment,Cash,Concert ticket purchase,400.58,60.09,October
2023-10-15,Groceries,Cash,Cooking Essentials,311.53,46.73,October
2023-10-06,Subscriptions,Cash,Disney Hotstar,36.33,5.45,October
2023-10-15,Food,Online,Coffee at cafe,347.79,34.78,October
2023-10-26,Groceries,Cash,Kitchen items,321.39,48.21,October
2023-10-25,Entertainment,Netbanking,Streaming service subscription,158.11,7.91,October
2023-10-28,Bills,UPI,Electricity bill payment,364.88,18.24,October
2023-10-26,Entertainment,CardTransaction,Movie theater ticket,76.15,3.81,October
2023-10-11,Healthcare,UPI,Health insurance premium,62.47,3.12,October
2023-10-11,Subscriptions,CardTransaction,Disney Hotstar,450.37,22.52,October
2023-10-27,Food,Online,Grocery shopping at local market,493.3,49.33,October
2023-10-15,Entertainment,Netbanking,Amusement park entry fee,176.91,8.85,October
2023-10-04,Subscriptions,Netbanking,Disney Hotstar,135.9,6.8,October
2023-10-19,Transportation,Cash,Taxi fare,145.84,21.88,October
2023-10-28,Entertainment,Cash,Bookstore purchase,170.54,25.58,October
2023-10-20,Transportation,Online,Monthly bus pass,388.22,38.82,October
2023-10-19,Entertainment,Online,Bookstore purchase,302.89,30.29,October
2023-10-12,Subscriptions,Online,Disney Hotstar,132.87,13.29,October
2023-10-23,Food,Netbanking,Pizza order,134.67,6.73,October
2023-10-02,Groceries,Cash,Dairy products,315.33,47.3,October
2023-10-20,Food,Netbanking,Grocery shopping at local market,448.62,22.43,October
2023-10-15,Subscriptions,CardTransaction,LinkedIn,140.62,7.03,October
2023-10-14,Groceries,UPI,Dairy products,173.77,8.69,October
2023-10-19,Entertainment,Netbanking,Amusement park entry fee,222.47,11.12,October
2023-10-07,Transportation,CardTransaction,Train ticket to downtown,173.9,8.7,October
2023-10-10,Transportation,CardTransaction,Train ticket to downtown,146.21,7.31,October
2023-10-08,Transportation,Netbanking,Ride-sharing service payment,449.42,22.47,October
2023-10-15,Subscriptions,Cash,Amazon Prime Membership,138.53,20.78,October
2023-10-07,Subscriptions,Netbanking,Netflix,198.94,9.95,October
2023-10-25,Groceries,CardTransaction,Dairy products,288.17,14.41,October
2023-10-18,Bills,CardTransaction,Electricity bill payment,43.26,2.16,October
2023-10-18,Subscriptions,Online,Amazon Prime Membership,91.03,9.1,October
2023-10-07,Food,Online,Pizza order,222.51,22.25,October
2023-10-31,Healthcare,UPI,Dental clinic payment,478.97,23.95,October
2023-10-27,Entertainment,Cash,Movie theater ticket,293.92,44.09,October
2023-10-19,Healthcare,Online,Optician eyewear purchase,174.51,17.45,October
2023-10-13,Subscriptions,Online,Amazon Prime Membership,400.06,40.01,October
2023-10-01,Subscriptions,CardTransaction,Amazon Prime Membership,165.73,8.29,October
2023-10-07,Groceries,CardTransaction,Kitchen items,185.17,9.26,October
2023-11-19,Subscriptions,CardTransaction,Amazon Prime Membership,65.79,3.29,November
2023-11-12,Subscriptions,Cash,Spotify,290.95,43.64,November
2023-11-02,Groceries,CardTransaction,Cooking Essentials,253.54,12.68,November
2023-11-25,Transportation,Cash,Train ticket to downtown,198.46,29.77,November
2023-11-23,Groceries,Netbanking,Kitchen items,430.44,21.52,November
2023-11-13,Subscriptions,CardTransaction,Disney Hotstar,260.06,13.0,November
2023-11-14,Healthcare,Cash,Optician eyewear purchase,466.11,69.92,November
2023-11-29,Food,CardTransaction,Bakery purchase,454.4,22.72,November
2023-11-21,Entertainment,Online,Movie theater ticket,178.19,17.82,November
2023-11-04,Entertainment,Netbanking,Amusement park entry fee,466.12,23.31,November
2023-11-22,Healthcare,CardTransaction,Pharmacy medication purchase,412.76,20.64,November
2023-11-09,Food,CardTransaction,Dinner at Italian restaurant,312.03,15.6,November
2023-11-25,Entertainment,Netbanking,Bookstore purchase,135.96,6.8,November
2023-11-30,Groceries,UPI,Snacks and Drinks,360.61,18.03,November
2023-11-04,Food,CardTransaction,Coffee at cafe,205.97,10.3,November
2023-11-28,Food,CardTransaction,Bakery purchase,43.67,2.18,November
2023-11-16,Healthcare,Netbanking,Health insurance premium,302.77,15.14,November
2023-11-19,Food,Online,Coffee at cafe,121.78,12.18,November
2023-11-20,Transportation,Cash,Taxi fare,492.98,73.95,November
2023-11-29,Food,Cash,Grocery shopping at local market,134.49,20.17,November
2023-11-25,Entertainment,UPI,Concert ticket purchase,406.29,20.31,November
2023-11-14,Subscriptions,UPI,Amazon Prime Membership,181.45,9.07,November
2023-11-27,Entertainment,CardTransaction,Concert ticket purchase,428.62,21.43,November
2023-11-10,Bills,Netbanking,Mobile phone bill,220.29,11.01,November
2023-11-03,Healthcare,UPI,Doctor consultation fee,196.02,9.8,November
2023-11-15,Healthcare,CardTransaction,Health insurance premium,376.98,18.85,November
2023-11-10,Transportation,Online,Monthly bus pass,259.65,25.96,November
2023-11-10,Bills,CardTransaction,Mobile phone bill,160.73,8.04,November
2023-11-16,Transportation,Cash,Monthly bus pass,178.16,26.72,November
2023-11-07,Transportation,Online,Monthly bus pass,205.87,20.59,November
2023-11-26,Subscriptions,UPI,Disney Hotstar,48.5,2.43,November
2023-11-22,Transportation,UPI,Gas station refill,168.13,8.41,November
2023-11-23,Bills,Online,Electricity bill payment,402.76,40.28,November
2023-11-03,Subscriptions,CardTransaction,Netflix,138.68,6.93,November
2023-11-22,Healthcare,Online,Doctor consultation fee,99.2,9.92,November
2023-11-13,Food,Cash,Bakery purchase,293.3,43.99,November
2023-11-22,Healthcare,Netbanking,Optician eyewear purchase,488.71,24.44,November
2023-11-29,Groceries,UPI,Dairy products,146.64,7.33,November
2023-11-21,Transportation,CardTransaction,Gas station refill,488.3,24.42,November
2023-11-24,Healthcare,Online,Dental clinic payment,427.71,42.77,November
2023-11-01,Food,Online,Dinner at Italian restaurant,40.96,4.1,November
2023-11-04,Healthcare,Cash,Health insurance premium,130.22,19.53,November
2023-11-29,Transportation,Cash,Monthly bus pass,396.26,59.44,November
2023-11-11,Food,Netbanking,Coffee at cafe,382.05,19.1,November
2023-11-21,Healthcare,Cash,Optician eyewear purchase,76.09,11.41,November
2023-11-14,Healthcare,Cash,Dental clinic payment,349.12,52.37,November
2023-11-17,Entertainment,Netbanking,Bookstore purchase,256.13,12.81,November
2023-11-18,Entertainment,UPI,Movie theater ticket,36.08,1.8,November
2023-11-28,Subscriptions,Netbanking,Spotify,83.05,4.15,November
2023-11-17,Groceries,UPI,Kitchen items,235.59,11.78,November
2023-11-13,Healthcare,Online,Pharmacy medication purchase,361.66,36.17,November
2023-11-15,Food,Cash,Dinner at Italian restaurant,435.49,65.32,November
2023-11-12,Subscriptions,CardTransaction,LinkedIn,428.44,21.42,November
2023-11-11,Entertainment,Online,Streaming service subscription,348.56,34.86,November
2023-11-27,Transportation,UPI,Ride-sharing service payment,316.33,15.82,November
2023-11-09,Food,Cash,Bakery purchase,493.11,73.97,November
2023-11-01,Entertainment,Online,Amusement park entry fee,433.88,43.39,November
2023-11-14,Transportation,UPI,Ride-sharing service payment,87.38,4.37,November
2023-11-11,Food,Netbanking,Coffee at cafe,110.2,5.51,November
2023-11-08,Transportation,CardTransaction,Taxi fare,484.14,24.21,November
2023-11-30,Subscriptions,Cash,Spotify,396.01,59.4,November
2023-11-11,Groceries,UPI,Kitchen items,424.32,21.22,November
2023-11-24,Subscriptions,CardTransaction,LinkedIn,189.03,9.45,November
2023-11-05,Bills,Online,Internet service provider charge,330.2,33.02,November
2023-11-28,Transportation,Netbanking,Monthly bus pass,191.32,9.57,November
2023-11-17,Groceries,Netbanking,Kitchen items,115.23,5.76,November
2023-11-28,Subscriptions,Netbanking,Amazon Prime Membership,326.13,16.31,November
2023-11-04,Entertainment,Cash,Bookstore purchase,401.77,60.27,November
2023-11-08,Groceries,Netbanking,Meat and fish,410.87,20.54,November
2023-11-18,Subscriptions,CardTransaction,Netflix,330.53,16.53,November
2023-11-23,Bills,UPI,Internet service provider charge,432.84,21.64,November
2023-11-08,Food,CardTransaction,Coffee at cafe,259.52,12.98,November
2023-11-02,Healthcare,Online,Optician eyewear purchase,152.6,15.26,November
2023-11-25,Groceries,Netbanking,Kitchen items,263.47,13.17,November
2023-11-13,Bills,CardTransaction,Electricity bill payment,388.47,19.42,November
2023-11-13,Subscriptions,CardTransaction,Amazon Prime Membership,265.55,13.28,November
2023-11-29,Bills,Cash,Mobile phone bill,186.23,27.93,November
2023-11-14,Transportation,UPI,Gas station refill,356.65,17.83,November
2023-11-16,Bills,CardTransaction,Mobile phone bill,17.43,0.87,November
2023-11-28,Transportation,Online,Taxi fare,239.8,23.98,November
2023-11-04,Subscriptions,CardTransaction,Netflix,349.58,17.48,November
2023-11-25,Food,Netbanking,Dinner at Italian restaurant,452.4,22.62,November
2023-11-18,Healthcare,Online,Health insurance premium,81.43,8.14,November
2023-11-10,Entertainment,Online,Amusement park entry fee,493.2,49.32,November
2023-11-07,Bills,Online,Mobile phone bill,285.44,28.54,November
2023-11-21,Transportation,CardTransaction,Gas station refill,191.82,9.59,November
2023-11-11,Transportation,UPI,Monthly bus pass,471.56,23.58,November
2023-11-09,Healthcare,Cash,Dental clinic payment,118.75,17.81,November
2023-11-11,Healthcare,Cash,Dental clinic payment,374.17,56.13,November
2023-11-28,Healthcare,Online,Doctor consultation fee,164.43,16.44,November
2023-11-13,Healthcare,Online,Optician eyewear purchase,127.42,12.74,November
2023-11-29,Entertainment,CardTransaction,Movie theater ticket,17.93,0.9,November
2023-11-29,Food,Online,Coffee at cafe,274.26,27.43,November
2023-11-13,Healthcare,UPI,Pharmacy medication purchase,363.11,18.16,November
2023-11-07,Bills,Online,Water utility bill,353.81,35.38,November
2023-11-26,Healthcare,Netbanking,Pharmacy medication purchase,341.35,17.07,November
2023-11-29,Transportation,Online,Taxi fare,209.37,20.94,November
2023-11-10,Subscriptions,Cash,Amazon Prime Membership,387.09,58.06,November
2023-11-15,Bills,Cash,Mobile phone bill,176.47,26.47,November
2023-11-07,Subscriptions,UPI,LinkedIn,256.96,12.85,November
2023-11-02,Entertainment,CardTransaction,Amusement park entry fee,304.4,15.22,November
2023-11-19,Groceries,Online,Cooking Essentials,48.51,4.85,November
2023-11-23,Transportation,Cash,Gas station refill,61.04,9.16,November
2023-11-01,Healthcare,CardTransaction,Pharmacy medication purchase,136.64,6.83,November
2023-11-15,Transportation,UPI,Gas station refill,414.16,20.71,November
2023-11-29,Groceries,CardTransaction,Kitchen items,495.6,24.78,November
2023-11-10,Groceries,CardTransaction,Meat and fish,258.93,12.95,November
2023-11-15,Subscriptions,CardTransaction,Spotify,383.08,19.15,November
2023-11-13,Entertainment,Cash,Amusement park entry fee,453.64,68.05,November
2023-11-23,Subscriptions,Online,Amazon Prime Membership,463.47,46.35,November
2023-11-27,Entertainment,CardTransaction,Bookstore purchase,102.89,5.14,November
2023-11-12,Healthcare,UPI,Health insurance premium,422.82,21.14,November
2023-11-19,Entertainment,Cash,Streaming service subscription,493.05,73.96,November
2023-11-05,Food,CardTransaction,Grocery shopping at local market,25.28,1.26,November
2023-11-13,Bills,Cash,Water utility bill,214.03,32.1,November
2023-11-08,Subscriptions,CardTransaction,Netflix,69.95,3.5,November
2023-11-15,Transportation,CardTransaction,Train ticket to downtown,494.87,24.74,November
2023-11-14,Transportation,UPI,Ride-sharing service payment,298.45,14.92,November
2023-11-05,Entertainment,UPI,Streaming service subscription,438.14,21.91,November
2023-11-12,Food,UPI,Coffee at cafe,312.89,15.64,November
2023-11-07,Entertainment,Cash,Bookstore purchase,83.02,12.45,November
2023-11-26,Transportation,UPI,Gas station refill,385.21,19.26,November
2023-11-28,Food,Online,Grocery shopping at local market,215.8,21.58,November
2023-11-15,Entertainment,Online,Amusement park entry fee,302.38,30.24,November
2023-11-27,Food,Netbanking,Coffee at cafe,388.65,19.43,November
2023-11-07,Groceries,CardTransaction,Dairy products,262.47,13.12,November
2023-11-18,Subscriptions,CardTransaction,Disney Hotstar,160.44,8.02,November
2023-11-25,Transportation,Cash,Monthly bus pass,20.49,3.07,November
2023-11-22,Healthcare,UPI,Pharmacy medication purchase,285.63,14.28,November
2023-11-09,Entertainment,Online,Movie theater ticket,386.23,38.62,November
2023-11-24,Entertainment,Netbanking,Movie theater ticket,142.85,7.14,November
2023-11-03,Subscriptions,Cash,Amazon Prime Membership,463.65,69.55,November
2023-11-15,Entertainment,Online,Streaming service subscription,302.56,30.26,November
2023-11-01,Subscriptions,Cash,Spotify,203.32,30.5,November
2023-11-07,Entertainment,CardTransaction,Streaming service subscription,160.29,8.01,November
2023-11-15,Subscriptions,Online,Disney Hotstar,33.54,3.35,November
2023-11-30,Food,CardTransaction,Grocery shopping at local market,459.32,22.97,November
2023-11-03,Transportation,CardTransaction,Taxi fare,404.03,20.2,November
2023-11-13,Transportation,Netbanking,Gas station refill,478.94,23.95,November
2023-11-08,Subscriptions,Online,Netflix,54.57,5.46,November
2023-11-30,Groceries,CardTransaction,Dairy products,442.0,22.1,November
2023-11-15,Groceries,Online,Meat and fish,116.62,11.66,November
2023-11-18,Healthcare,Online,Doctor consultation fee,70.33,7.03,November
2023-11-19,Entertainment,Online,Streaming service subscription,442.31,44.23,November
2023-11-11,Healthcare,UPI,Optician eyewear purchase,416.59,20.83,November
2023-11-18,Transportation,Online,Train ticket to downtown,76.87,7.69,November
2023-11-14,Healthcare,UPI,Doctor consultation fee,264.57,13.23,November
2023-11-09,Bills,UPI,Cable TV subscription,218.12,10.91,November
